gush_number,school_gan,education_type,ethnicity,religious or not
400256,2,O,O,0
400322,8,O,O,0
400365,3,H,J,4
400395,8,O,O,0
400495,1,H,J,4
400505,1,M,J,2
400796,2,A,A,1
400811,3,O,O,0
401000,25,A,A,1
401075,9,A,A,1
402909,2,M,J,2
403204,1,M,J,2
403568,3,M,J,2
403600,4,A,A,1
403618,4,A,A,1
403667,4,A,A,1
403733,3,M,J,2
403758,2,M,J,2
404244,2,M,J,2
404475,2,M,J,2
404541,3,M,J,2
404624,2,M,J,2
404764,2,A,A,1
404889,2,H,J,4
405118,4,H,J,4
405258,3,H,J,4
405266,10,M,J,2
405365,1,M,J,2
405712,15,M,J,2
405852,2,M,J,2
405910,3,H,J,4
405936,1,H,J,4
406579,2,mixed,J,3
406751,3,M,J,2
406785,5,H,J,4
406967,4,H,J,4
407122,8,H,J,4
407262,5,M,J,2
407288,1,H,J,4
408153,5,M,J,2
408237,4,H,J,4
408658,2,H,J,4
409284,3,M,J,2
417337,1,A,A,1
417469,4,H,J,4
417535,1,H,J,4
417816,11,M,J,2
418012,3,M,J,2
418509,6,H,J,4
418574,4,M,J,2
418681,4,H,J,4
418798,11,H,J,4
418871,5,H,J,4
419002,4,M,J,2
419077,3,M,J,2
419150,1,M,J,2
419341,3,H,J,4
419879,5,M,J,2
419937,3,H,J,4
419986,3,H,J,4
420893,3,H,J,4
421164,2,M,J,2
421354,6,H,J,4
421644,1,M,J,2
421743,1,H,J,4
421826,5,H,J,4
421941,2,H,J,4
422105,1,H,J,4
422204,5,H,J,4
422485,5,H,J,4
422535,2,H,J,4
422659,3,M,J,2
422956,5,H,J,4
423111,1,M,J,2
423335,1,H,J,4
423418,3,H,J,4
423434,3,H,J,4
423632,2,H,J,4
423814,12,H,J,4
423913,5,H,J,4
424119,2,H,J,4
424325,2,H,J,4
424564,3,H,J,4
424739,1,H,J,4
425413,2,M,J,2
425488,2,M,J,2
425702,1,M,J,2
425736,2,M,J,2
426452,3,H,J,4
426460,2,mixed,J,3
426676,1,M,J,2
426775,3,M,J,2
426890,2,H,J,4
426932,3,H,J,4
426957,1,H,J,4
427500,3,M,J,2
427633,1,H,J,4
427799,1,M,J,2
428185,3,M,J,2
428516,2,H,J,4
428524,5,H,J,4
428672,6,M,J,2
429001,6,H,J,4
429076,8,A,A,1
429100,3,H,J,4
429175,2,H,J,4
430595,4,H,J,4
430603,1,M,J,2
431163,25,A,A,1
431577,2,A,A,1
432088,2,M,J,2
432278,4,H,J,4
432807,1,A,A,1
432989,1,H,J,4
433185,2,A,A,1
433433,70,A,A,1
433532,1,H,J,4
433540,5,H,J,4
433599,12,H,J,4
433771,1,M,J,2
433847,6,H,J,4
433912,2,mixed,J,3
434472,4,M,J,2
434688,11,H,J,4
435008,7,H,J,4
435891,3,H,J,4
436311,2,M,J,2
436998,1,H,J,4
437087,4,M,J,2
437525,12,H,J,4
437806,3,M,J,2
437863,1,M,J,2
437871,4,M,J,2
437962,2,M,J,2
438184,3,M,J,2
438275,1,H,J,4
438408,1,M,J,2
438853,3,M,J,2
438895,1,M,J,2
439059,3,M,J,2
439067,5,M,J,2
439083,4,M,J,2
439471,12,H,J,4
439497,3,H,J,4
439521,2,H,J,4
439596,3,M,J,2
439786,2,H,J,4
443036,2,M,J,2
443333,2,mixed,J,3
443341,2,H,J,4
443416,5,M,J,2
443622,4,M,J,2
443630,2,M,J,2
443655,1,M,J,2
443903,1,M,J,2
443929,3,M,J,2
445288,2,M,J,2
445353,1,M,J,2
445437,2,M,J,2
445445,2,M,J,2
445783,3,M,J,2
445916,1,M,J,2
446278,18,H,J,4
446567,3,M,J,2
447128,3,H,J,4
447581,5,H,J,4
447797,4,M,J,2
447979,3,M,J,2
448480,4,mixed,J,3
448696,2,M,J,2
448720,1,M,J,2
448746,1,M,J,2
448910,2,mixed,J,3
449702,3,M,J,2
449959,7,H,J,4
450171,6,H,J,4
450304,5,H,J,4
450445,3,M,J,2
450502,2,H,J,4
450569,1,M,J,2
450585,2,M,J,2
450650,2,H,J,4
450858,4,H,J,4
450866,3,M,J,2
451088,13,H,J,4
451559,3,H,J,4
451765,2,M,J,2
451831,3,M,J,2
451849,2,mixed,J,3
451971,5,M,J,2
452144,2,mixed,J,3
452219,3,H,J,4
452284,3,M,J,2
452383,1,M,J,2
452425,1,M,J,2
452433,4,M,J,2
452441,3,M,J,2
452987,3,H,J,4
453399,9,H,J,4
453951,2,H,J,4
454017,1,H,J,4
454132,1,M,J,2
454165,5,H,J,4
454298,1,H,J,4
454306,1,H,J,4
454579,1,H,J,4
454819,5,H,J,4
454900,18,H,J,4
455329,3,H,J,4
455444,1,H,J,4
455543,1,M,J,2
455626,2,H,J,4
455717,1,H,J,4
455725,2,H,J,4
456020,8,H,J,4
456830,3,H,J,4
456897,2,H,J,4
457184,3,M,J,2
457861,7,M,J,2
458141,5,M,J,2
458331,4,M,J,2
458604,3,H,J,4
459040,4,M,J,2
459644,1,M,J,2
459768,2,mixed,J,3
459958,4,M,J,2
460774,2,mixed,J,3
461228,5,A,A,1
461236,1,M,J,2
461251,4,H,J,4
461269,5,H,J,4
461285,3,M,J,2
461988,3,H,J,4
462432,3,M,J,2
462564,3,M,J,2
462671,1,H,J,4
462945,6,H,J,4
462986,2,M,J,2
463000,2,H,J,4
463356,1,M,J,2
463596,2,H,J,4
463661,2,M,J,2
463695,6,M,J,2
463703,2,mixed,J,3
463851,4,M,J,2
463935,4,M,J,2
463976,6,M,J,2
464040,2,mixed,J,3
464297,6,M,J,2
464636,2,M,J,2
464644,1,M,J,2
464842,3,H,J,4
464982,2,M,J,2
465120,3,M,J,2
465179,3,M,J,2
465369,3,H,J,4
465385,4,H,J,4
465419,3,O,O,0
465591,1,M,J,2
465963,2,mixed,J,3
466144,2,mixed,J,3
466227,1,H,J,4
466250,1,H,J,4
466458,2,H,J,4
466631,4,H,J,4
466821,1,M,J,2
467308,2,H,J,4
467472,3,H,J,4
467522,3,H,J,4
467878,5,A,A,1
468322,2,H,J,4
469007,2,A,A,1
469197,1,H,J,4
469809,1,H,J,4
470286,4,M,J,2
471169,9,H,J,4
471359,3,H,J,4
471482,4,H,J,4
471987,1,A,A,1
472225,7,H,J,4
472456,2,A,A,1
472886,1,H,J,4
472910,4,O,O,0
472969,2,H,J,4
473090,1,M,J,2
473124,7,H,J,4
473264,3,H,J,4
473439,15,H,J,4
473470,1,H,J,4
473488,3,H,J,4
473728,3,H,J,4
474098,2,H,J,4
474106,11,H,J,4
474197,6,H,J,4
474692,19,A,A,1
475038,2,H,J,4
475129,1,H,J,4
475558,5,H,J,4
475798,2,H,J,4
476127,1,H,J,4
476440,1,H,J,4
476523,1,M,J,2
476846,4,H,J,4
476945,5,M,J,2
477190,4,M,J,2
477299,81,A,A,1
477521,2,H,J,4
477646,1,H,J,4
477653,6,H,J,4
477760,37,A,A,1
477976,3,H,J,4
477992,5,H,J,4
478164,1,H,J,4
479105,3,M,J,2
479477,1,M,J,2
479576,2,H,J,4
479691,3,M,J,2
500074,3,M,J,2
500546,2,M,J,2
501288,3,M,J,2
502047,3,O,O,0
502229,3,M,J,2
502617,3,H,J,4
502856,3,H,J,4
502948,8,O,O,0
503078,3,M,J,2
503482,2,M,J,2
503748,1,H,J,4
503979,2,M,J,2
504308,3,M,J,2
504381,4,H,J,4
504514,1,M,J,2
504522,1,M,J,2
504597,1,M,J,2
504969,2,M,J,2
505230,3,H,J,4
505248,2,H,J,4
505503,1,H,J,4
505875,1,A,A,1
505982,3,A,A,1
506014,1,A,A,1
506360,2,mixed,J,3
506832,2,M,J,2
507145,1,M,J,2
507152,1,M,J,2
507426,2,H,J,4
507459,2,H,J,4
507764,4,M,J,2
508671,7,A,A,1
508739,1,M,J,2
509018,5,M,J,2
509281,2,M,J,2
509380,3,M,J,2
509539,3,H,J,4
509836,1,M,J,2
512657,5,M,J,2
515700,3,H,J,4
516195,5,M,J,2
516484,1,H,J,4
516575,1,H,J,4
516732,4,H,J,4
517011,2,M,J,2
517102,2,M,J,2
517490,4,mixed,J,3
517680,3,M,J,2
517755,2,M,J,2
517797,1,M,J,2
518340,7,M,J,2
518472,5,O,O,0
518480,2,O,O,0
518613,1,M,J,2
519033,4,mixed,J,3
519058,2,H,J,4
519165,3,H,J,4
519181,1,M,J,2
519504,2,H,J,4
519835,25,H,J,4
520478,4,H,J,4
520718,5,H,J,4
520809,4,H,J,4
521005,1,H,J,4
521021,6,A,A,1
521104,10,H,J,4
521161,5,H,J,4
521195,5,H,J,4
521369,5,H,J,4
521682,1,H,J,4
522227,1,H,J,4
522508,3,H,J,4
522763,4,M,J,2
522797,3,M,J,2
522821,3,M,J,2
522854,1,M,J,2
522987,6,M,J,2
523167,5,M,J,2
523266,1,M,J,2
523316,7,M,J,2
523605,4,M,J,2
524124,4,H,J,4
524215,1,M,J,2
524298,1,M,J,2
524561,1,H,J,4
524686,7,O,O,0
524934,2,H,J,4
525048,3,M,J,2
525493,3,H,J,4
525527,3,M,J,2
525576,3,M,J,2
525600,1,A,A,1
526137,4,M,J,2
526160,2,H,J,4
526392,3,H,J,4
526467,8,M,J,2
526590,2,M,J,2
526848,3,H,J,4
526996,5,H,J,4
527036,3,H,J,4
527655,16,A,A,1
530618,3,H,J,4
531251,1,M,J,2
531376,2,M,J,2
531533,1,M,J,2
531616,1,M,J,2
531632,1,M,J,2
532085,1,A,A,1
532176,3,A,A,1
532267,3,H,J,4
532671,5,M,J,2
532853,3,M,J,2
533604,1,M,J,2
533745,1,H,J,4
533851,1,M,J,2
534180,1,M,J,2
534198,1,H,J,4
534370,4,mixed,J,3
534487,5,H,J,4
534560,5,H,J,4
534578,1,M,J,2
535088,2,H,J,4
535260,4,M,J,2
535427,4,M,J,2
535559,4,H,J,4
535641,1,H,J,4
535708,1,A,A,1
535732,3,M,J,2
536003,5,M,J,2
536086,2,A,A,1
536151,1,H,J,4
536201,1,M,J,2
536334,1,M,J,2
536953,3,M,J,2
537118,2,mixed,J,3
542134,1,H,J,4
542274,2,H,J,4
542316,2,H,J,4
542340,2,H,J,4
542407,2,H,J,4
542431,6,H,J,4
542837,1,H,J,4
543009,3,H,J,4
543165,4,H,J,4
543272,5,H,J,4
543447,3,H,J,4
543595,3,H,J,4
543611,3,H,J,4
543694,2,H,J,4
543819,4,H,J,4
543918,5,H,J,4
543991,3,H,J,4
544007,1,M,J,2
544791,1,H,J,4
545053,5,H,J,4
545061,1,H,J,4
545244,3,H,J,4
545269,1,H,J,4
545384,6,H,J,4
545558,2,H,J,4
545640,1,M,J,2
545871,1,H,J,4
546101,2,H,J,4
546143,2,M,J,2
546424,1,H,J,4
546440,2,H,J,4
546481,5,H,J,4
546549,3,H,J,4
546721,3,H,J,4
546739,1,H,J,4
546788,1,H,J,4
546879,4,H,J,4
547091,2,H,J,4
547547,3,H,J,4
547554,1,M,J,2
547638,6,H,J,4
547760,3,H,J,4
548172,2,M,J,2
548529,6,H,J,4
548578,21,A,A,1
548594,1,H,J,4
548677,2,H,J,4
548701,1,H,J,4
548743,4,H,J,4
548784,1,H,J,4
548800,1,H,J,4
548834,4,H,J,4
548941,3,H,J,4
548974,4,H,J,4
548982,5,H,J,4
549097,2,H,J,4
549220,12,H,J,4
549386,2,H,J,4
549766,3,H,J,4
550202,9,A,A,1
550210,10,H,J,4
550376,1,H,J,4
550400,8,H,J,4
550475,3,H,J,4
550533,1,H,J,4
550657,7,H,J,4
550699,6,A,A,1
551309,2,H,J,4
551390,1,H,J,4
551762,1,H,J,4
551770,3,H,J,4
551945,5,H,J,4
552034,3,H,J,4
552208,3,H,J,4
552364,9,O,O,0
552760,8,H,J,4
553024,42,A,A,1
553461,2,H,J,4
553610,4,H,J,4
554097,1,H,J,4
554204,1,H,J,4
554287,7,H,J,4
554311,2,H,J,4
554352,4,H,J,4
554386,2,H,J,4
554469,4,H,J,4
554519,1,H,J,4
554717,5,A,A,1
554899,1,H,J,4
555185,5,H,J,4
555490,13,H,J,4
555656,2,H,J,4
555706,1,H,J,4
555854,1,M,J,2
555870,1,H,J,4
555946,1,H,J,4
556126,1,H,J,4
556142,1,H,J,4
556241,3,M,J,2
556316,4,H,J,4
556522,2,O,O,0
556845,4,H,J,4
556902,2,H,J,4
557082,1,H,J,4
557181,10,H,J,4
557249,3,H,J,4
557314,3,H,J,4
557462,1,H,J,4
557488,2,H,J,4
557652,9,H,J,4
557892,1,H,J,4
558221,4,H,J,4
558312,1,H,J,4
558361,6,H,J,4
558544,2,O,O,0
558668,5,H,J,4
558734,5,H,J,4
559005,1,H,J,4
559088,4,H,J,4
559260,1,H,J,4
559286,2,H,J,4
559377,12,H,J,4
559500,4,H,J,4
559682,1,H,J,4
559799,3,M,J,2
559849,14,H,J,4
560904,12,H,J,4
562041,5,H,J,4
562082,1,H,J,4
562231,1,H,J,4
562264,2,H,J,4
562371,8,H,J,4
562553,1,H,J,4
562736,8,H,J,4
562819,3,H,J,4
562918,1,H,J,4
562934,3,H,J,4
563221,4,H,J,4
563437,9,H,J,4
563817,4,A,A,1
563874,1,H,J,4
564013,6,H,J,4
564047,2,H,J,4
564054,1,H,J,4
564120,2,H,J,4
564377,5,H,J,4
564419,3,H,J,4
564450,1,H,J,4
564658,6,H,J,4
564757,1,H,J,4
564799,1,H,J,4
564823,1,H,J,4
564831,1,H,J,4
564880,3,H,J,4
566208,1,H,J,4
566620,1,H,J,4
566828,1,H,J,4
566869,1,M,J,2
567099,3,M,J,2
567412,1,M,J,2
568030,1,M,J,2
568204,3,M,J,2
568444,1,M,J,2
568576,2,H,J,4
568865,3,O,O,0
568956,1,M,J,2
569038,1,M,J,2
569095,1,M,J,2
569251,1,A,A,1
569269,1,M,J,2
569434,1,M,J,2
569566,5,M,J,2
569756,1,M,J,2
570242,1,M,J,2
570796,1,M,J,2
570952,1,H,J,4
571083,1,M,J,2
571182,3,H,J,4
571356,1,H,J,4
571653,1,H,J,4
571760,1,M,J,2
572057,1,H,J,4
572131,3,M,J,2
572438,1,H,J,4
572511,1,H,J,4
573014,4,H,J,4
573139,1,M,J,2
573303,1,M,J,2
573378,3,H,J,4
573410,8,H,J,4
573915,2,mixed,J,3
573949,1,A,A,1
574079,1,M,J,2
574152,1,M,J,2
574160,3,M,J,2
574269,2,M,J,2
574434,3,M,J,2
574533,3,H,J,4
574897,1,M,J,2
574970,1,M,J,2
575068,1,M,J,2
575167,11,M,J,2
575217,2,M,J,2
575399,1,M,J,2
576033,1,H,J,4
576249,2,mixed,J,3
576405,1,H,J,4
576504,1,M,J,2
576520,1,M,J,2
576595,1,M,J,2
576645,3,H,J,4
576736,2,M,J,2
576876,1,M,J,2
576942,2,mixed,J,3
577148,1,M,J,2
577353,1,M,J,2
577965,1,H,J,4
578013,3,H,J,4
578336,6,H,J,4
578401,3,M,J,2
578609,1,M,J,2
578856,1,H,J,4
600114,2,O,O,0
600296,2,O,O,0
600387,3,O,O,0
601039,10,O,O,0
601468,3,A,A,1
601526,3,A,A,1
601732,1,A,A,1
601997,3,A,A,1
602086,3,A,A,1
602276,4,A,A,1
602441,3,A,A,1
602896,5,A,A,1
603092,2,A,A,1
603803,2,A,A,1
604066,5,M,J,2
604181,3,H,J,4
605048,2,mixed,J,3
605097,2,M,J,2
605154,1,M,J,2
605196,3,M,J,2
605220,4,M,J,2
605410,4,M,J,2
605485,4,M,J,2
606418,4,H,J,4
606442,6,O,O,0
606798,8,O,O,0
608224,1,H,J,4
608794,5,H,J,4
608836,4,H,J,4
609347,1,M,J,2
609412,3,H,J,4
609719,2,mixed,J,3
700484,2,M,J,2
700500,2,H,J,4
700526,2,M,J,2
700690,3,M,J,2
700997,5,M,J,2
701128,2,O,O,0
701334,2,M,J,2
701540,1,H,J,4
701623,2,mixed,J,3
701904,3,H,J,4
702050,1,M,J,2
702183,5,M,J,2
702209,3,M,J,2
702456,3,M,J,2
702522,3,M,J,2
702803,5,M,J,2
702902,3,M,J,2
703009,2,mixed,J,3
703397,3,M,J,2
703538,2,H,J,4
703751,3,H,J,4
703959,1,H,J,4
703975,1,M,J,2
703991,4,mixed,J,3
704064,2,M,J,2
704106,1,H,J,4
704569,1,H,J,4
704650,2,M,J,2
704874,2,M,J,2
704882,3,H,J,4
704965,2,mixed,J,3
705327,4,M,J,2
705343,4,M,J,2
705871,3,H,J,4
706325,2,mixed,J,3
706374,4,H,J,4
706432,3,H,J,4
707026,4,M,J,2
707034,4,mixed,J,3
707158,2,M,J,2
707216,2,M,J,2
707323,3,H,J,4
707448,3,M,J,2
707455,3,H,J,4
707612,3,M,J,2
707794,2,H,J,4
707968,2,H,J,4
708347,3,M,J,2
708453,4,M,J,2
708545,1,M,J,2
708552,1,H,J,4
708636,2,M,J,2
708677,3,M,J,2
708735,2,H,J,4
709204,4,M,J,2
709451,3,M,J,2
709725,1,M,J,2
709824,3,M,J,2
710236,1,H,J,4
710327,4,H,J,4
710558,4,H,J,4
710640,10,H,J,4
710715,2,H,J,4
710806,5,H,J,4
710954,5,H,J,4
711028,3,M,J,2
711044,3,H,J,4
711333,2,H,J,4
711408,3,H,J,4
711598,3,H,J,4
711671,1,H,J,4
712091,1,H,J,4
712349,15,H,J,4
712562,9,M,J,2
712976,1,H,J,4
713164,10,H,J,4
713198,1,M,J,2
713362,1,H,J,4
713552,2,H,J,4
713693,4,M,J,2
714006,1,H,J,4
714170,4,H,J,4
714592,1,H,J,4
714600,4,H,J,4
714741,2,M,J,2
714949,3,H,J,4
715029,9,H,J,4
715201,5,H,J,4
715243,3,H,J,4
715268,13,H,J,4
715532,11,A,A,1
715565,2,H,J,4
715854,2,H,J,4
715938,1,H,J,4
716100,1,H,J,4
716514,1,M,J,2
716555,1,M,J,2
716837,73,A,A,1
716860,8,H,J,4
716993,1,H,J,4
717033,2,H,J,4
717124,1,H,J,4
717264,1,H,J,4
717314,1,A,A,1
717389,4,H,J,4
717462,1,H,J,4
717611,5,H,J,4
718064,1,H,J,4
718080,1,H,J,4
718106,1,H,J,4
718304,4,H,J,4
718494,2,H,J,4
718619,1,H,J,4
718643,5,H,J,4
718668,4,H,J,4
718726,4,H,J,4
718783,2,mixed,J,3
718908,1,H,J,4
719070,6,H,J,4
719377,2,H,J,4
719419,2,H,J,4
719443,2,M,J,2
719526,2,H,J,4
719880,1,H,J,4
719989,1,H,J,4
720433,2,A,A,1
720490,18,A,A,1
720672,5,H,J,4
720730,6,H,J,4
721027,3,M,J,2
721043,8,A,A,1
721944,1,H,J,4
722900,5,H,J,4
724351,2,H,J,4
724385,1,H,J,4
724518,1,H,J,4
724872,1,M,J,2
725002,9,H,J,4
725051,1,A,A,1
725069,1,M,J,2
725242,2,H,J,4
725341,2,H,J,4
725424,1,A,A,1
725671,4,H,J,4
725788,3,M,J,2
726240,3,M,J,2
726596,2,H,J,4
726851,27,A,A,1
726869,1,H,J,4
727081,2,H,J,4
727651,1,H,J,4
727800,3,H,J,4
727818,1,H,J,4
727958,1,H,J,4
728147,1,M,J,2
728386,2,H,J,4
728436,2,mixed,J,3
728642,1,M,J,2
728709,1,H,J,4
729913,1,M,J,2
730218,5,H,J,4
730358,1,H,J,4
730564,1,H,J,4
730598,6,H,J,4
730838,1,M,J,2
730879,3,H,J,4
730937,1,H,J,4
731422,2,mixed,J,3
731596,1,H,J,4
731646,1,H,J,4
732263,6,H,J,4
732834,1,H,J,4
732966,1,H,J,4
733022,2,H,J,4
733154,4,M,J,2
733295,1,M,J,2
733394,2,M,J,2
733436,1,H,J,4
734319,3,H,J,4
734848,3,M,J,2
735134,2,A,A,1
735381,1,H,J,4
735522,1,H,J,4
736165,1,H,J,4
736272,1,H,J,4
736850,1,H,J,4
736926,5,H,J,4
739706,4,H,J,4
740589,2,H,J,4
741504,1,H,J,4
741884,1,H,J,4
741959,3,H,J,4
742031,6,H,J,4
742106,2,H,J,4
742130,2,H,J,4
742239,1,M,J,2
742437,2,mixed,J,3
742809,1,H,J,4
777706,1,H,J,4
800029,1,M,J,2
800292,3,M,J,2
800342,4,M,J,2
800441,2,M,J,2
800698,1,M,J,2
800813,2,mixed,J,3
800839,4,M,J,2
800854,3,H,J,4
801126,3,M,J,2
801373,6,M,J,2
801720,4,M,J,2
801795,2,M,J,2
801878,4,M,J,2
801993,3,M,J,2
802348,2,M,J,2
802413,1,M,J,2
802504,1,M,J,2
802637,2,M,J,2
802710,1,H,J,4
802793,4,mixed,J,3
802900,5,M,J,2
803429,4,M,J,2
803445,4,M,J,2
803478,3,M,J,2
803650,2,mixed,J,3
803684,2,M,J,2
803973,2,H,J,4
804005,2,H,J,4
804443,3,A,A,1
805358,3,A,A,1
805580,3,H,J,4
805622,4,M,J,2
805630,1,H,J,4
805762,3,M,J,2
805960,6,M,J,2
806273,3,M,J,2
806646,5,M,J,2
807313,5,H,J,4
807412,2,mixed,J,3
807487,4,mixed,J,3
807651,7,M,J,2
808089,3,M,J,2
808451,6,M,J,2
808840,4,A,A,1
808964,2,M,J,2
809467,2,H,J,4
809541,3,H,J,4
809855,5,M,J,2
809954,2,mixed,J,3
872507,1,H,J,4
900167,4,H,J,4
900555,3,M,J,2
900621,3,M,J,2
900795,3,M,J,2
900811,3,M,J,2
900837,1,M,J,2
900894,2,mixed,J,3
901223,1,A,A,1
902486,3,O,O,0
902536,2,M,J,2
902973,3,M,J,2
903005,1,H,J,4
903120,4,M,J,2
903674,2,A,A,1
